Employee_ID,Full_Name,Age,Gender,Department,Job_Title,Education,Hire_Date,Salary,Years_At_Company,Job_Satisfaction,Performance_Rating,Monthly_Hours,Attrition,Region,Payment_Method,Phone,Email
EMP09717,Employee_9717,60,female,LEGAL,director,Bachelors,24/02/2018,$113875,10,2,4,51,,middle east,CHK,499-372-1476,employee_9717@company.com
EMP09718,Employee_9718,39,M,MARKETING,manager,Masters,2018/02/14,49.3k,4,2,4,79,Yes,middle east,Check,(595) 778-9404,employee_9718@company.com
EMP09719,Employee_9719,38,fmale,it,intern,Associate,11-27-2013,"51,967",13,2,3,68,No,Europe,CASH,533-766-1930,employee_9719@company.com
EMP09720,Employee_9720,51,MALE,Operations,vp,BACHELOR,08/08/2020,85.0k,22,,4,35,Yes,NA,Direct Deposit,804-700-6100,employee_9720@company.com
EMP09721,Employee_9721,53,fmale,Hr,director,associate,,61.0k,2,5,5,54,Stayed,Apac,check,253-490-1326,employee_9721@company.com
EMP09722,Employee_9722,38,male,H.R,vp,Assoc Degree,08-12-2020,41477,19,5,2,40,Left,EUR,wire transfer,635.491.5976,employee_9722@company.com
EMP09723,Employee_9723,59,,Engg,Senior Manager,BACHELOR,2015-09-30,$56271,22,1,4,39,YES,europe,Cash,642 892 1851,employee_9723@company.com
EMP09724,Employee_9724,36,M,Legal,DIR,HighSchool,11-03-2018,$29631,1,2,1,63,yes,North America,CASH,(509) 875-6442,employee_9724@company.com
EMP09725,Employee_9725,N/A,Female,OPERATIONS,Senior Manager,High School,2022-10-21,"65,615",17,3,2,40,Left,NA,cash,249-685-6783,employee_9725@company.com
EMP09726,Employee_9726,58,Female,FINANCE,Sr Manager,Associate,16/09/2013,$69077,0,4,,67,yes,ME,CASH,(380) 640-9728,employee_9726@company.com
EMP09727,Employee_9727,61,F,MARKETING,DIR,Bachelor,15/07/2011,"92,123",0,2,5,79,NO,asia pacific,CASH,245-155-4830,employee_9727@company.com
EMP09728,Employee_9728,27,fm,finance,Sr Manager,PHD,01-18-2011,$94512,16,5,4,72,no,EUR,Wire,538-531-1687,employee_9728@company.com
EMP09729,Employee_9729,34,fm,I.T,Lead,BACHELOR,10-Jun-2018,57069,5,1,3,63,N,,Wire Transfer,938-279-9360,employee_9729@company.com
EMP09730,Employee_9730,45,male,Legal,Senior Manager,bachelor,03-Jun-2020,117.7k,12,2,1,78,N,North America,direct deposit,384 579 7477,employee_9730@company.com
EMP09731,Employee_9731,52,fm,Sales,Analyst,phd,2020-11-17,38153,20,1,4,44,Left,Latin America,DD,222-466-8268,employee_9731@company.com
EMP09732,Employee_9732,58,F,Marketing,Analyst,,2017-06-22,"29,998",23,3,3,66,Left,Asia Pacific,DD,856 945 7896,employee_9732@company.com
EMP09733,Employee_9733,42,Male,Ops,,,2017/09/26,33.9k,20,3,5,59,N,EUR,Wire Transfer,579-257-7135,
EMP09734,Employee_9734,36,MALE,Operations,MGR,master,2019/05/25,35.7k,0,3,2,62,no,LATAM,direct deposit,758.380.7805,employee_9734@company.com
EMP09735,Employee_9735,49,fmale,Engineering,Snr Analyst,HS,2013-07-28,"83,952",23,3,5,,No,Europe,Direct Deposit,211.859.4277,employee_9735@company.com
EMP09736,Employee_9736,36,F,Sales,ANALYST,master,2010/02/11,107.1k,5,4,4,69,NO,Asia Pacific,direct deposit,132-477-6266,employee_9736@company.com
EMP09737,Employee_9737,32,M,ENGINEERING,analyst,HighSchool,02-01-2014,108.1k,7,1,3,66,YES,middle east,Wire Transfer,261-171-4015,employee_9737@company.com
EMP09738,Employee_9738,37,M,Finance,INT,phd,07-27-2010,25.0k,12,2,4,70,no,europe,DD,386-414-6703,employee_9738@company.com
EMP09739,Employee_9739,57,F,HR,,Masters,27/02/2021,86421,1,4,5,41,N,Europe,Wire Transfer,162 241 6838,employee_9739@company.com
EMP09740,Employee_9740,47,fmale,it,lead,Bachelor,10-Oct-2021,103177,7,,1,44,Left,EUR,Cash,910 142 8764,employee_9740@company.com
EMP09741,Employee_9741,45,M,Sales,INT,HS,21-Jul-2018,89.9k,21,5,5,68,Left,Mid East,DD,184.808.2092,employee_9741@company.com
EMP09742,Employee_9742,33,MALE,legal,Manager,Bachelors,20/01/2017,"49,166",0,4,4,67,Yes,NA,Check,230 747 6744,employee_9742@company.com
EMP09743,Employee_9743,28,M,SALES,Lead,phd,09-14-2017,69.2k,12,4,3,60,Yes,Apac,direct deposit,224 757 7482,employee_9743@company.com
EMP09744,Employee_9744,25,female,Ops,director,Bachelors,06-24-2020,41212,0,5,4,47,YES,ME,check,546.588.6139,employee_9744@company.com
EMP09745,Employee_9745,32,Male,Legal,intern,PhD,2015/09/24,83.7k,9,4,2,64,Stayed,europe,CHK,400.762.1561,employee_9745@company.com
EMP09746,Employee_9746,61,F,Engineering,director,MASTER,,28.4k,4,1,2,,YES,Apac,cash,(603) 800-8340,employee_9746@company.com
EMP09747,Employee_9747,23,,ENGINEERING,Manager,P.H.D,2016-01-13,$82135,22,3,3,67,Stayed,Apac,CASH,646-462-9944,employee_9747@company.com
EMP09748,Employee_9748,55,male,Legal,Consultant,phd,2022-08-14,47248,19,2,5,40,Yes,Mid East,check,(479) 325-6273,employee_9748@company.com
EMP09749,Employee_9749,53,fm,H.R,Sr Manager,HighSchool,20/12/2021,"74,080",12,5,4,70,N,north america,check,356-398-3273,employee_9749@company.com
EMP09750,Employee_9750,42,FEMALE,Legal,Snr Analyst,bachelor,2023/03/27,58.7k,4,,2,36,YES,North America,CASH,617 524 1298,employee_9750@company.com
EMP09751,Employee_9751,29,Female,I.T,Consultant,associate,2023-03-21,$55992,9,4,1,41,NO,Asia Pacific,cash,183-418-9204,employee_9751@company.com
EMP09752,Employee_9752,NULL,F,Mktg,Snr Analyst,P.H.D,30-Apr-2021,$88669,2,1,2,64,Left,Latin America,,(893) 487-4839,employee_9752@company.com
EMP09753,Employee_9753,38,F,LEGAL,Consult,,12-25-2020,103162,1,4,5,60,Stayed,europe,Check,(226) 529-5741,employee_9753@company.com
EMP09754,Employee_9754,49,,OPERATIONS,Manager,MASTER,01-Jun-2012,43.4k,1,5,3,59,N,middle east,Wire,460 830 1965,
EMP09755,Employee_9755,59,FEMALE,finance,lead,BACHELOR,2015/03/13,69666,4,4,1,67,no,middle east,DD,824 609 7780,employee_9755@company.com
EMP09756,Employee_9756,47,female,sales,director,P.H.D,,"37,839",3,1,4,76,No,Europe,CHK,(700) 467-6442,employee_9756@company.com
EMP09757,Employee_9757,56,Male,Engg,Senior Manager,Assoc Degree,01-23-2011,$53487,1,4,4,40,YES,middle east,Wire Transfer,663-288-5032,employee_9757@company.com
EMP09758,Employee_9758,37,F,Engg,MGR,associate,06-10-2017,46829,20,4,3,42,NO,asia pacific,CHK,,employee_9758@company.com
EMP09759,Employee_9759,54,MALE,engineering,assoc,Bachelor,17-Nov-2014,"33,521",8,4,1,43,N,Mid East,Cash,467.707.4979,employee_9759@company.com
EMP09760,Employee_9760,23,fm,FINANCE,,HS,2021-02-13,91.5k,23,4,1,45,yes,Middle East,Cash,992.696.2475,employee_9760@company.com
EMP09761,Employee_9761,25,male,Mktg,assoc,associate,2011/12/15,67.6k,8,1,1,58,YES,APAC,CHK,132-995-6269,employee_9761@company.com
EMP09762,Employee_9762,,MALE,Engg,intern,Masters,14-Jan-2010,51334,8,2,3,40,,Latin America,Cash,823-346-2957,employee_9762@company.com
EMP09763,Employee_9763,23,fm,MARKETING,assoc,Associate,11-02-2021,$63545,23,3,3,74,No,EUR,direct deposit,432.397.1636,employee_9763@company.com
EMP09764,Employee_9764,43,fmale,FINANCE,director,phd,2012-11-06,"94,908",24,5,4,50,Yes,ME,DD,,employee_9764@company.com
EMP09765,Employee_9765,59,M,IT,Director,HS,27/05/2020,"90,691",3,2,2,51,Stayed,middle east,DD,759-740-8172,employee_9765@company.com
EMP09766,Employee_9766,50,fm,SALES,Senior Analyst,high school,11-Dec-2022,79.0k,7,1,5,58,Stayed,asia pacific,Wire Transfer,360.481.7790,
EMP09767,Employee_9767,43,fm,Engineering,vp,Bachelors,2020/05/13,$48266,17,5,4,41,YES,latin america,,467.378.8739,employee_9767@company.com
EMP09768,Employee_9768,47,fm,Sales,Sr Manager,PHD,16/07/2013,$67983,8,,1,74,NO,EUR,Direct Deposit,556 682 6066,employee_9768@company.com
EMP09769,Employee_9769,30,F,SALES,Snr Analyst,MASTER,01-19-2017,"37,725",24,4,2,74,YES,APAC,,308 127 2765,employee_9769@company.com
EMP09770,Employee_9770,45,Female,MARKETING,Snr Analyst,associate,2015/05/01,$62818,2,3,,61,N,North America,Check,550-420-5471,employee_9770@company.com
EMP09771,Employee_9771,33,M,finance,INT,BACHELOR,03-30-2022,89.4k,5,3,1,44,NO,latin america,Cash,912 378 1381,
EMP09772,Employee_9772,36,M,sales,DIR,HighSchool,2012/01/20,94.1k,22,1,3,43,No,Middle East,Cash,(367) 449-7866,employee_9772@company.com
EMP09773,Employee_9773,61,Female,sales,intern,PHD,2015/04/02,$48930,18,2,2,44,N,Asia Pacific,wire transfer,(835) 303-2999,employee_9773@company.com
EMP09774,Employee_9774,54,female,Legal,DIR,high school,18/10/2015,85816,4,4,3,64,N,Mid East,CASH,273-169-7072,employee_9774@company.com
EMP09775,Employee_9775,57,FEMALE,ENGINEERING,MGR,HighSchool,04-Dec-2021,80680,16,,5,43,NO,North America,,178.823.3112,employee_9775@company.com
EMP09776,Employee_9776,42,Male,IT,Intern,PHD,N/A,"58,985",18,4,,60,YES,europe,Check,243 628 4469,employee_9776@company.com
EMP09777,Employee_9777,unknown,FEMALE,I.T,ANALYST,high school,2023/11/15,$83653,23,2,1,,YES,north america,direct deposit,649.368.5901,employee_9777@company.com
EMP09778,Employee_9778,,FEMALE,ENGINEERING,Intern,BACHELOR,2023/09/27,,2,5,3,69,yes,,wire transfer,469 235 7391,employee_9778@company.com
EMP09779,Employee_9779,56,Female,Finance,intern,master,21/03/2016,86266,7,2,4,61,NO,EUR,Wire,632-405-9387,employee_9779@company.com
EMP09780,Employee_9780,29,M,IT,Director,Masters,2021-10-23,$38658,8,5,4,54,Left,Europe,CHK,(476) 930-1550,employee_9780@company.com
EMP09781,Employee_9781,22,M,legal,Senior Analyst,Associate,07-24-2017,58046,21,2,3,58,no,ME,cash,428 711 4989,
EMP09782,Employee_9782,52,Female,IT,Sr Manager,master,09-18-2012,$74990,22,4,5,61,Stayed,N. America,cash,786-913-9470,employee_9782@company.com
EMP09783,Employee_9783,42,female,OPERATIONS,INT,Assoc Degree,08-17-2021,$44913,21,2,2,75,no,Mid East,Wire Transfer,(420) 175-5587,employee_9783@company.com
EMP09784,Employee_9784,33,Female,engineering,,High School,06-12-2022,"103,949",7,3,3,53,yes,APAC,,138 325 3329,employee_9784@company.com
EMP09785,Employee_9785,28,fm,Mktg,Senior Manager,HighSchool,01-28-2018,72.8k,13,3,1,52,yes,europe,Wire,174 718 1820,employee_9785@company.com
EMP09786,Employee_9786,21,fm,HR,DIR,P.H.D,2010/11/13,53661,22,1,4,77,no,APAC,Wire Transfer,126 605 8093,employee_9786@company.com
EMP09787,Employee_9787,37,FEMALE,I.T,Senior Analyst,master,05-Jul-2019,,9,3,1,75,Yes,Asia Pacific,direct deposit,474.887.4122,employee_9787@company.com
EMP09788,Employee_9788,32,MALE,Legal,Manager,PHD,03-20-2016,47621,16,3,2,46,,Mid East,CHK,,employee_9788@company.com
EMP09789,Employee_9789,24,MALE,LEGAL,Analyst,high school,2023-03-04,82646,2,5,4,74,Yes,Europe,CHK,854-188-4591,employee_9789@company.com
EMP09790,Employee_9790,33,FEMALE,Mktg,Consultant,Bachelors,2020-05-23,85.6k,2,4,4,52,Yes,europe,CHK,630.473.3353,employee_9790@company.com
EMP09791,Employee_9791,51,F,Legal,Consult,Master,06-01-2016,48403,2,4,4,42,Stayed,europe,DD,(162) 743-5865,employee_9791@company.com
EMP09792,Employee_9792,61,male,Hr,INT,high school,06-28-2013,--,3,5,1,70,No,Middle East,direct deposit,730-198-8509,employee_9792@company.com
EMP09793,Employee_9793,27,Male,ENGINEERING,Senior Analyst,high school,19-Jun-2013,N/A,16,3,5,72,no,asia pacific,check,367.960.4284,employee_9793@company.com
EMP09794,Employee_9794,43,M,Engg,Consult,high school,06-16-2015,"45,077",13,2,1,50,Stayed,NA,Wire,803 563 5540,employee_9794@company.com
EMP09795,Employee_9795,44,Female,it,Consult,bachelor,12-06-2011,76931,1,5,5,47,Stayed,N. America,Wire,747 217 8437,employee_9795@company.com
EMP09796,Employee_9796,25,fm,finance,Consultant,P.H.D,27/08/2011,35.0k,11,4,3,60,Yes,ME,wire transfer,773.106.7258,employee_9796@company.com
EMP09797,Employee_9797,25,FEMALE,Finance,Sr Manager,BACHELOR,2017-03-27,"30,872",4,1,4,60,yes,Middle East,DD,,employee_9797@company.com
EMP09798,Employee_9798,37,fmale,engineering,VP,MASTER,30-Jan-2010,"41,169",21,4,1,55,No,middle east,direct deposit,(356) 596-2739,employee_9798@company.com
EMP09799,Employee_9799,50,female,Finance,lead,Assoc Degree,06-Feb-2021,45369,24,2,2,55,Left,Middle East,Wire,791-871-9754,employee_9799@company.com
EMP09800,Employee_9800,29,fm,Marketing,vp,HighSchool,2021-05-09,"83,738",1,4,2,42,Left,Asia Pacific,CHK,724-814-1969,employee_9800@company.com
EMP09801,Employee_9801,26,female,finance,Consult,Associate,02-14-2013,"32,594",11,5,5,67,NO,Apac,cash,155-476-6991,employee_9801@company.com
EMP09802,Employee_9802,45,Female,ENGINEERING,Associate,HighSchool,22/10/2012,"74,220",8,1,5,40,yes,APAC,Wire,,employee_9802@company.com
EMP09803,Employee_9803,39,fmale,,Intern,HighSchool,2015/11/18,86038,22,4,4,36,Y,asia pacific,direct deposit,(827) 242-2727,employee_9803@company.com
EMP09804,Employee_9804,36,fmale,IT,Associate,Bachelor,04-Jun-2021,101.1k,8,5,5,42,yes,ME,Wire Transfer,260 777 9910,employee_9804@company.com
EMP09805,Employee_9805,41,male,Mktg,Sr Manager,HS,2016/11/27,52.7k,19,5,,40,no,Latin America,Cash,,employee_9805@company.com
EMP09806,Employee_9806,,FEMALE,SALES,manager,phd,07-20-2019,54.7k,22,5,1,40,Stayed,ME,Direct Deposit,572-175-2023,employee_9806@company.com
EMP09807,Employee_9807,30,FEMALE,legal,Lead,Bachelors,05-29-2019,115911,0,1,1,56,YES,NA,direct deposit,(549) 696-9688,employee_9807@company.com
EMP09808,Employee_9808,36,F,Operations,Assoc,phd,2011-01-21,98829,23,5,5,59,Stayed,middle east,Wire,540.784.7579,employee_9808@company.com
EMP09809,Employee_9809,57,FEMALE,OPERATIONS,Associate,High School,2018/01/13,58.1k,6,1,5,65,Left,middle east,Direct Deposit,525 312 7144,employee_9809@company.com
EMP09810,Employee_9810,N/A,fm,LEGAL,Consult,P.H.D,18-Feb-2017,93.7k,22,2,2,69,Y,N. America,CHK,389 500 1775,employee_9810@company.com
EMP09811,Employee_9811,33,F,SALES,Senior Analyst,PhD,28-Nov-2010,"71,187",17,2,3,39,,asia pacific,Direct Deposit,937-963-9525,employee_9811@company.com
EMP09812,Employee_9812,33,M,sales,consultant,High School,17-Oct-2019,65.4k,9,2,1,56,N,Apac,wire transfer,680 757 7366,employee_9812@company.com
EMP09813,Employee_9813,52,fm,HR,analyst,High School,2018/07/10,$127081,14,,5,59,yes,,cash,405 242 4935,employee_9813@company.com
EMP09814,Employee_9814,28,M,Ops,lead,Master,2019/12/17,91870,8,,4,52,Yes,Latin America,CHK,982 153 9705,employee_9814@company.com
EMP09815,Employee_9815,38,Female,Engineering,Manager,High School,12-18-2022,"112,170",10,2,5,43,no,north america,Direct Deposit,,employee_9815@company.com
EMP09816,Employee_9816,56,Female,Marketing,director,,12-04-2014,$38445,23,3,5,59,Y,APAC,Wire Transfer,(399) 934-8372,employee_9816@company.com
EMP09817,Employee_9817,46,male,LEGAL,Director,Bachelor,28-Nov-2011,109940,0,2,1,63,no,ME,Check,727-820-7954,employee_9817@company.com
EMP09818,Employee_9818,30,M,FINANCE,Analyst,Bachelor,01-21-2022,$61091,10,5,5,67,NO,Apac,CASH,217.515.8707,employee_9818@company.com
EMP09819,Employee_9819,51,fm,finance,intern,High School,09/02/2022,60769,0,3,4,77,Y,LATAM,CHK,552 557 4004,employee_9819@company.com
EMP09820,Employee_9820,53,,sales,Director,P.H.D,2010/12/16,"74,746",4,4,4,42,NO,ME,Check,(763) 401-8474,employee_9820@company.com
EMP09821,Employee_9821,49,fm,IT,INT,MASTER,2015-08-23,"77,809",17,3,4,74,no,LATAM,Wire,820 119 5322,employee_9821@company.com
EMP09822,Employee_9822,25,MALE,Ops,manager,high school,2021/08/06,91378,0,4,2,47,Left,middle east,DD,776.892.7663,employee_9822@company.com
EMP09823,Employee_9823,33,F,HR,INT,PhD,2018/02/22,87087,9,3,4,42,N,Europe,DD,290-139-9228,employee_9823@company.com
EMP09824,Employee_9824,21,M,legal,manager,PHD,21-Jan-2015,$48669,,1,1,75,yes,Mid East,check,,employee_9824@company.com
EMP09825,Employee_9825,43,fmale,I.T,Senior Analyst,,21-Feb-2019,"40,088",7,3,3,78,yes,latin america,Direct Deposit,984.886.3175,employee_9825@company.com
EMP09826,Employee_9826,60,,Finance,INT,Associate,05-20-2015,,12,2,5,61,no,Latin America,DD,659 752 2794,
EMP09827,Employee_9827,23,FEMALE,HR,Intern,BACHELOR,21/11/2020,64665,19,4,5,37,NO,Apac,CASH,369 738 1373,employee_9827@company.com
EMP09828,Employee_9828,23,Male,OPERATIONS,Director,associate,2015-04-19,67226,1,4,5,67,Yes,Asia Pacific,Direct Deposit,200 452 4284,employee_9828@company.com
EMP09829,Employee_9829,27,male,ENGINEERING,Senior Manager,Assoc Degree,29-Jan-2020,,20,2,4,65,yes,,direct deposit,642 971 1015,employee_9829@company.com
EMP09830,Employee_9830,56,fmale,finance,consultant,bachelor,2015/05/05,$69611,11,1,4,62,Left,N. America,DD,723.778.6357,
EMP09831,Employee_9831,55,Female,Operations,Lead,BACHELOR,11/07/2011,$130928,12,3,,55,no,asia pacific,wire transfer,848-858-6408,employee_9831@company.com
EMP09832,Employee_9832,35,Male,MARKETING,lead,Masters,03-24-2013,"101,145",21,1,3,63,No,middle east,CHK,311 759 6364,employee_9832@company.com
EMP09833,Employee_9833,60,MALE,Engg,ANALYST,HS,12-Sep-2015,$57465,7,2,3,63,Stayed,Europe,Wire,444 758 5147,employee_9833@company.com
EMP09834,Employee_9834,23,FEMALE,Sales,V.P,PHD,25/02/2014,$25000,14,3,3,43,No,North America,CHK,(220) 593-8301,employee_9834@company.com
EMP09835,Employee_9835,49,F,I.T,MGR,Bachelor,06-10-2013,,6,2,3,56,YES,Europe,Wire Transfer,950.917.1890,employee_9835@company.com
EMP09836,Employee_9836,50,male,it,director,,08/01/2013,57.9k,6,4,3,42,YES,ME,wire transfer,(544) 428-2271,employee_9836@company.com
EMP09837,Employee_9837,N/A,fmale,OPERATIONS,VP,Master,12-Aug-2022,"88,220",16,4,5,79,no,North America,check,(390) 277-9642,employee_9837@company.com
EMP09838,Employee_9838,38,male,HR,Sr Manager,Masters,03-24-2011,48.3k,18,4,5,51,NO,LATAM,cash,177-946-3193,employee_9838@company.com
EMP09839,Employee_9839,31,,it,Associate,bachelor,12-14-2017,104966,2,5,3,57,Left,N. America,Wire,814.158.1973,employee_9839@company.com
EMP09840,Employee_9840,58,FEMALE,Ops,INT,,22-Jun-2014,86.2k,6,5,5,73,no,North America,DD,129 296 4520,employee_9840@company.com
EMP09841,Employee_9841,60,FEMALE,FINANCE,Consult,master,2016/12/06,"37,822",11,4,3,64,Y,europe,CASH,627-153-6748,employee_9841@company.com
EMP09842,Employee_9842,21,Female,finance,Intern,associate,2019/10/22,$25000,13,5,3,49,Y,Latin America,Cash,(435) 246-4995,employee_9842@company.com
EMP09843,Employee_9843,49,fmale,LEGAL,INT,Associate,2015-02-17,$69717,1,5,,48,Y,North America,cash,912.308.3503,employee_9843@company.com
EMP09844,Employee_9844,30,,Finance,DIR,Master,2019/07/11,"77,428",6,2,5,59,NO,APAC,Direct Deposit,466-918-9268,employee_9844@company.com
EMP09845,Employee_9845,48,fmale,HR,Snr Analyst,Master,05-Feb-2012,"84,068",15,3,2,50,N,north america,CHK,881 501 2407,employee_9845@company.com
EMP09846,Employee_9846,51,male,I.T,Analyst,,2010/04/23,45.6k,8,4,2,52,yes,Mid East,direct deposit,754.731.5202,employee_9846@company.com
EMP09847,Employee_9847,39,F,Sales,Consult,P.H.D,15-Jun-2016,"48,906",0,5,2,66,Y,N. America,CHK,,employee_9847@company.com
EMP09848,Employee_9848,,Male,OPERATIONS,,,2022-07-18,$25000,11,2,1,72,YES,Middle East,direct deposit,709 596 5381,employee_9848@company.com
EMP09849,Employee_9849,56,fmale,Sales,Director,High School,,"51,197",1,2,2,49,Y,EUR,Check,989.565.7643,employee_9849@company.com
EMP09850,Employee_9850,35,FEMALE,engineering,director,Associate,2020/06/11,$25000,21,3,2,71,,N. America,Wire,,employee_9850@company.com
EMP09851,Employee_9851,,M,Hr,Consult,PHD,15/07/2013,"47,185",17,,2,67,N,North America,Wire Transfer,215-478-9105,employee_9851@company.com
EMP09852,Employee_9852,61,MALE,OPERATIONS,DIR,PhD,10/09/2020,73204,13,1,4,47,NO,Europe,Wire,682 125 6856,employee_9852@company.com
EMP09853,Employee_9853,46,fmale,Hr,Consultant,HighSchool,01-Oct-2019,$72844,11,1,3,41,NO,APAC,direct deposit,844-230-2872,employee_9853@company.com
EMP09854,Employee_9854,36,male,Sales,consultant,master,01-Apr-2015,$48149,17,4,5,53,Yes,N. America,wire transfer,,employee_9854@company.com
EMP09855,Employee_9855,56,MALE,H.R,analyst,HighSchool,2017-04-02,$71802,4,3,4,55,N,Middle East,CHK,463-848-9112,employee_9855@company.com
EMP09856,Employee_9856,53,F,Engg,director,master,12-09-2012,,6,1,3,71,Yes,ME,CASH,197-340-1628,employee_9856@company.com
EMP09857,Employee_9857,40,Female,Sales,ANALYST,associate,,58045,3,3,2,43,NO,APAC,,(371) 912-8211,employee_9857@company.com
EMP09858,Employee_9858,33,MALE,IT,lead,master,06-05-2016,33.0k,12,4,,38,Yes,latin america,cash,223-554-6933,employee_9858@company.com
EMP09859,Employee_9859,53,fm,HR,Assoc,Masters,08-01-2015,$84640,15,2,4,65,NO,Latin America,CASH,(551) 137-8074,employee_9859@company.com
EMP09860,Employee_9860,25,fmale,I.T,Consult,Bachelor,28/05/2016,92301,21,2,5,41,yes,LATAM,CHK,152.849.9461,employee_9860@company.com
EMP09861,Employee_9861,57,MALE,Finance,DIR,BACHELOR,--,$47589,15,2,4,47,Yes,europe,cash,360-115-2387,employee_9861@company.com
EMP09862,Employee_9862,34,female,legal,director,phd,2020-10-02,$47774,18,1,4,74,no,ME,direct deposit,(490) 264-9960,employee_9862@company.com
EMP09863,Employee_9863,47,F,sales,ANALYST,HighSchool,05-Aug-2015,25.0k,3,3,3,70,YES,APAC,Cash,863 266 7683,
EMP09864,Employee_9864,43,female,Engineering,Director,P.H.D,30-Jun-2018,53479,19,1,1,42,No,Asia Pacific,Check,960-224-8888,employee_9864@company.com
EMP09865,Employee_9865,34,F,MARKETING,V.P,PhD,21-Apr-2023,41.9k,19,5,5,60,NO,LATAM,check,947-144-9295,employee_9865@company.com
EMP09866,Employee_9866,60,MALE,it,analyst,HighSchool,2015/05/19,"26,927",0,3,5,61,NO,Asia Pacific,Cash,(309) 285-9628,employee_9866@company.com
EMP09867,Employee_9867,24,F,IT,V.P,Master,02-19-2012,$55881,12,4,4,60,N,NA,wire transfer,981 706 6901,employee_9867@company.com
EMP09868,Employee_9868,59,male,MARKETING,Consultant,PhD,27-Mar-2010,64.9k,19,1,4,79,NO,Middle East,CHK,,employee_9868@company.com
EMP09869,Employee_9869,39,female,Hr,Consultant,master,19/06/2021,60304,19,2,2,76,yes,middle east,CASH,252 448 9476,employee_9869@company.com
EMP09870,Employee_9870,24,fmale,IT,lead,Associate,26/11/2014,$56903,21,2,4,48,No,Apac,Check,,employee_9870@company.com
EMP09871,Employee_9871,50,F,HR,intern,,03-Apr-2014,103109,8,,3,54,No,latin america,Wire,294 281 6159,employee_9871@company.com
EMP09872,Employee_9872,39,M,finance,analyst,bachelor,06-18-2014,"72,685",9,1,2,76,Stayed,EUR,DD,757.737.6925,employee_9872@company.com
EMP09873,Employee_9873,51,MALE,Legal,VP,high school,12-16-2023,81.3k,5,1,1,79,yes,Europe,Wire Transfer,337-934-2128,employee_9873@company.com
EMP09874,Employee_9874,51,FEMALE,sales,VP,PHD,12-Sep-2015,$110266,21,2,3,62,Left,Europe,wire transfer,932-645-6286,employee_9874@company.com
EMP09875,Employee_9875,29,,IT,Analyst,associate,28-Dec-2018,"89,673",6,2,5,42,YES,LATAM,wire transfer,562 574 9426,employee_9875@company.com
EMP09876,Employee_9876,33,FEMALE,it,Senior Analyst,Masters,28/11/2012,58.2k,22,2,5,39,No,europe,Wire Transfer,(207) 494-3215,employee_9876@company.com
EMP09877,Employee_9877,34,FEMALE,OPERATIONS,INT,Assoc Degree,02-24-2021,25000,15,5,3,47,Yes,NA,check,984-971-3609,employee_9877@company.com
EMP09878,Employee_9878,30,fm,Ops,Associate,Bachelors,07-22-2014,55.7k,16,1,4,36,Y,north america,Cash,421 481 8154,employee_9878@company.com
EMP09879,Employee_9879,51,fm,Operations,Consultant,associate,24/01/2016,101387,23,2,4,48,NO,NA,CHK,576-690-7567,employee_9879@company.com
EMP09880,Employee_9880,57,male,OPERATIONS,Senior Manager,,07-31-2023,$89496,0,4,4,37,no,Europe,direct deposit,236-334-1985,employee_9880@company.com
EMP09881,Employee_9881,43,fm,Operations,Intern,MASTER,2010/02/05,"55,816",8,2,5,50,Left,Europe,Wire Transfer,807 150 7046,employee_9881@company.com
EMP09882,Employee_9882,47,fmale,sales,INT,master,2023/06/09,63024,13,1,3,43,Stayed,middle east,Wire Transfer,620 622 1760,employee_9882@company.com
EMP09883,Employee_9883,26,female,LEGAL,assoc,Master,2010/08/26,68195,14,4,4,73,yes,NA,wire transfer,604 914 6947,employee_9883@company.com
EMP09884,Employee_9884,46,F,MARKETING,Director,associate,16-Sep-2023,49.6k,3,1,2,36,NO,APAC,CHK,132.589.7606,employee_9884@company.com
EMP09885,Employee_9885,22,fmale,Operations,lead,Bachelors,2012/10/30,,24,1,5,45,Yes,Asia Pacific,DD,815-203-7649,employee_9885@company.com
EMP09886,Employee_9886,33,M,I.T,assoc,Master,2010/01/16,"48,778",7,1,3,58,YES,ME,cash,321.444.7930,employee_9886@company.com
EMP09887,Employee_9887,39,M,Finance,Snr Analyst,phd,10-08-2017,$77308,24,3,3,77,Left,Latin America,direct deposit,822-762-1228,employee_9887@company.com
EMP09888,Employee_9888,21,FEMALE,,Consultant,PHD,16/03/2021,"38,603",14,4,3,63,yes,Mid East,Wire Transfer,107.723.7334,employee_9888@company.com
EMP09889,Employee_9889,60,F,Operations,Manager,HighSchool,26/01/2018,101.0k,21,5,3,48,YES,latin america,,975-742-4474,employee_9889@company.com
EMP09890,Employee_9890,52,FEMALE,Engg,Director,PhD,2010/05/23,64.8k,24,5,1,74,no,north america,wire transfer,768.126.8605,employee_9890@company.com
EMP09891,Employee_9891,42,F,HR,Lead,Associate,12-07-2016,"37,355",3,3,2,56,Left,,check,135.773.4005,employee_9891@company.com
EMP09892,Employee_9892,49,F,MARKETING,DIR,Associate,28/10/2017,90.7k,18,1,1,68,YES,North America,direct deposit,341.767.1507,employee_9892@company.com
EMP09893,Employee_9893,22,female,Finance,Snr Analyst,high school,2013/10/22,$102507,2,5,4,70,No,north america,Wire Transfer,353-566-5538,employee_9893@company.com
